snapshot_id,snapshot_year,k,l,AAIL,AIL,final_SE_similarity,final_SA_similarity,fake_nodes,discarded_entries,original_num_of_individuals,num_of_individuals_post_anonymization
0,1795_1899,2,1,0.00024015845623475448,0.5406209857707456,0.9073,0.4208,0,1646,4692,3046
0,1795_1899,4,1,0.0006853160547609588,0.19988691286114818,0.8504,0.4187,658,340,4692,5010
0,1795_1899,6,1,0.0011500233403519467,0.18789819924254086,0.8138,0.4202,663,284,4692,5071
0,1795_1899,8,1,0.001792384841943093,0.1912370480951924,0.7946,0.4158,674,288,4692,5078
0,1795_1899,10,1,0.002107634973144535,0.1918348896018525,0.7753,0.4169,642,311,4692,5023
0,1795_1899,2,2,0.0002416488693739352,0.5297679305046756,0.9065,0.4182,11,1621,4692,3082
0,1795_1899,4,2,0.0007349454042720629,0.19306592421355562,0.8484,0.4202,608,345,4692,4955
0,1795_1899,6,2,0.0011752058422006986,0.1849536430331008,0.8148,0.4165,646,283,4692,5055
0,1795_1899,8,2,0.0016839363499259838,0.187950708252057,0.7914,0.4153,660,284,4692,5068
0,1795_1899,10,2,0.0020281379859641282,0.19546025652821483,0.7756,0.4170,634,332,4692,4994
0,1795_1899,4,3,0.0007012368207225185,0.19432673482869064,0.8492,0.4173,650,322,4692,5020
0,1795_1899,6,3,0.001178731773053079,0.18539447636952344,0.8109,0.4201,640,289,4692,5043
0,1795_1899,8,3,0.001704924201829348,0.18916749158054766,0.7907,0.4186,628,311,4692,5009
0,1795_1899,10,3,0.0020221482489446137,0.1982310613362606,0.7770,0.4175,620,353,4692,4959
0,1795_1899,4,4,0.0006708651659760891,0.20837539256867665,0.8492,0.4161,695,351,4692,5036
0,1795_1899,6,4,0.0011862537224957201,0.1830958014611892,0.8114,0.4197,594,311,4692,4975
0,1795_1899,8,4,0.0016987739497349608,0.19443895939065034,0.7921,0.4167,677,300,4692,5069
0,1795_1899,10,4,0.0023430274233560452,0.1953536721311287,0.7764,0.4178,624,337,4692,4979
